Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
05/10/2015,"Hanandita, Wulung",Humanities,PMC4840229,,10.1007/s11136-015-1152-y,"Hanandita, Wulung",Springer,Quality of Life Research,0962-9343,Journal Article/Review (Hybrid journal),Does reporting behaviour bias the measurement of social inequalities in self-rated health in Indonesia? An anchoring vignette analysis,12/10/2015,RCUK,,,ESRC,,,,,,5/11/2015," € 2,200.00 ",,,EUR,1952.11,,,,No,,1952.11,CC-BY,Yes,Yes,
17/08/2015,"Winter, Jack",Humanities,,,10.1007/s11158-015-9285-y,"Winter, Jack",Springer,Res Publica,1356-4765,Journal Article/Review (Hybrid journal),"Justice for Hedgehogs, Conceptual Authenticity for Foxes: Ronald Dworkin on Value Conflict",26/10/2015,RCUK,,,ESRC,,,ES/J500094/1,,,23/11/2015," € 2,200.00 ",,,EUR,1952.11,,,,No,,1952.11,CC-BY,Yes,Yes,
17/08/2015,"Hanandita, Wulung",Humanities,,,10.1007/s11205-015-1044-0,"Hanandita, Wulung",Springer,Social Indicators Research,0303-8300,Journal Article/Review (Hybrid journal),Multidimensional poverty in Indonesia: Trend over the last decade (2003-2013),1/8/2015,RCUK,,,ESRC,,,ES/J500094/1],,,1/9/2015," £2,200.00 ",,,EUR,1852.46,,,,No,,1852.46,CC-BY,Yes,Yes,
17/08/2015,"Pittman, Jon",Life Sciences,PMC4644200,,10.1007/s11306-015-0878-4,"Pittman, Jon",Springer,Metabolomics,1573-3882,Journal Article/Review (Hybrid journal),High-throughput metabolic screening of microalgae genetic variation in response to nutrient limitation,13/11/2015,RCUK,,,BBSRC,,,BB/J014478/1,,,17/08/2015, £-   ,,,GBP,0,,,,No,,0,CC-BY,Yes,Yes,
06/01/2016,"Azapagic, Adisa",School of Chemical Engineering and Analytical Science,,,10.1007/s11367-016-1028-6,"Azapagic, Adisa",Springer,International Journal of Life Cycle Assessment,0948-3349,Journal Article/Review (Hybrid journal),Life Cycle Environmental Impacts and Costs of Beer Production and Consumption in the UK,02/02/2016,RCUK,,,EPSRC,,,EP/K011820/1,,,06/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
09/10/2015,"Robson, Joseph",Engineering and Physical Sciences,,,10.1007/s11661-015-3199-3,"Robson, Joseph",Springer,Metallurgical and Materials Transactions A - Physical Metallurgy and Materials Science,1073-5623,Journal Article/Review (Hybrid journal),GRAIN BOUNDARY SEGREGATION OF RARE-EARTH ELEMENTS IN MAGNESIUM ALLOYS,9/10/2015,RCUK,,,EPSC,,,,,,16/11/2015," € 2,200.00 ",,,EUR,1952.11,,,,No,,1952.11,CC-BY,Yes,Yes,
17/08/2015,"Walton, Catherine",Life Sciences,,,10.1007/s12686-015-0439-1,"Walton, Catherine",Springer,Conservation Genetics Resources,1877-7252,Journal Article/Review (Hybrid journal),"Conserved microsatellite markers of high cross-species utility for flying, ground and tree squirrels",26/2/2015,RCUK,,,NERC,,,,,,07/12/2015," € 2,200.00 ",,,USD,1917.82,,,,No,,1917.82,CC-BY,Yes,Yes,
18/09/2015,"Jackman, Mahalia",Humanities,PMC4841853,,10.1007/s13178-015-0209-6,"Jackman, Mahalia",Springer,Sexuality Research and Social Policy,1553-6610,Journal Article/Review (Hybrid journal),"They call it the abominable crime: An Analysis of Heterosexual Support for Anti-Gay Laws in Barbados, Guyana and Trinidad & Tobago",15/10/2015,RCUK,,,ESRC,,,ES/J500094/1,,,10/11/2015," € 2,200.00 ",,,EUR,1952.11,,,,No,,1952.11,CC-BY,Yes,Yes,
18/12/2015,"Otanocha, Omonigho","School of Mechanical, Aerospace and Civil Engineering",,,10.1007/s40516-015-0021-4,"Otanocha, Omonigho",Springer,Lasers in Manufacturing and Materials Processing,2196-7229,Journal Article/Review (Hybrid journal),High Power Picosecond Laser Surface Micro-texturing of H13 Tool Steel and Pattern Replication onto ABS Plastics via Injection Moulding,4/1/2016,Other,,,Other,,,,,,18/12/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
06/08/2015,"Mekli, Krisztina",Humanities,,26248682,10.1007/s40520-015-0419-z,"Mekli, Krisztina",Springer,Aging Clinical and Experimental Research (Online),1720-8319,Journal Article/Review (Hybrid journal),Proinflammatory genotype is associated with the frailty phenotype in the English Longitudinal Study of Ageing,7/8/2015,RCUK,,,MRC,,,G1001375/1,,,21/09/2015," € 2,200.00 ",,,EUR,1852.46,,,,No,,1852.46,CC BY,Yes,Yes,
28/09/2015,"House, Thomas",Engineering and Physical Sciences,,,10.1140/epjds/s13688-015-0052-2,"House, Thomas",Springer,E P J Data Science,2193-1127,Journal Article/Review (Full OA journal),Testing the hypothesis of preferential attachment in social network formation,9/10/2015,RCUK,,,EPSRC,,,EP/J002437/1,,,27/10/2015, £860.70 ,,,GBP,860.7,,,,No,,860.7,CC-BY,Yes,Yes,
23/01/2016,"Parnell, William",Faculty of Engineering and Physical Sciences,,,10.1007/s10659-016-9573-6,"Parnell, William",Springer,Journal of Elasticity,0374-3535,Journal Article/Review (Hybrid journal),"The Eshelby, Hill, Moment and Concentration tensors for ellipsoidal inhomogeneities in the Newtonian Potential problem and linear elastostatics",08/03/2016,RCUK,,,EPSRC,,,,,,23/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
10/11/2015,David Ward,Faculty of Engineering and Physical Sciences,,,10.1007/s00373-015-1645-z,David Ward,Springer,Graphs and Combinatorics,0911-0119,Journal Article/Review (Hybrid journal),On π-Product Involution Graphs in Symmetric Groups,23/11/2015,Other,,,Other,,,,,,10/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
10/11/2015,Anja Wittkowski,Faculty of Medical and Human Sciences,,,10.1007/s10826-015-0317-1,Anja Wittkowski,Springer,Journal of Child and Family Studies,1062-1024,Journal Article/Review (Hybrid journal),Parenting interventions for children with Tic Disorders: Professionals' perspectives,14/11/2015,Other,,,Other,,,,,,10/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
16/11/2015,Paul Walmsley,Faculty of Engineering and Physical Sciences,,,10.1007/s10909-015-1376-9,Paul Walmsley,Springer,Journal of Low Temperature Physics,0022-2291,Journal Article/Review (Hybrid journal),No effect of steady rotation on solid 4He in a torsional oscillator,3/12/2015,RCUK,,,EPSRC,EPSRC,,EP/L0014466/1,EP/I003738/1,,16/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
14/01/2016,"Higham, Nicholas",Faculty of Engineering and Physical Sciences,,,10.1007/s11075-016-0098-7,"Higham, Nicholas",Springer,Numerical Algorithms,1017-1398,Journal Article/Review (Hybrid journal),An algorithm to compute the polar decomposition of a 3 A— 3 matrix,02/03/2016,RCUK,,,EPSRC,,,EP/I03112X/1,,,14/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
30/11/2015,Alison Margolskee,Faculty of Medical and Human Sciences,,26667356,10.1208/s12248-015-9849-y,Alison Margolskee,Springer,The A A P S Journal,1550-7416,Journal Article/Review (Hybrid journal),5 Deconvolution and IVIVC: Exploring the Role of Rate-Limiting Conditions,14/12/2015,Other,,,Other,,,,,,30/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
15/01/2016,"Gnanalingham, Kanna",Faculty of Medical and Human Sciences,PMC4791475,,10.1007/s00701-015-2699-7,"Gnanalingham, Kanna",Springer,Acta Neurochirurgica Acta,0001-6268,Journal Article/Review (Hybrid journal),Assessing size of pituitary adenomas: a comparison of qualitative and quantitative methods on MR,29/01/2016,Other,,,Other,,,,,,15/02/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
19/01/2016,"Pittman, Jon",Faculty of Life Sciences,,,10.1186/s12284-016-0075-8,"Pittman, Jon",Springer,Rice (Online),1939-8433,Journal Article/Review (Full OA journal),Phylogenetic analysis and protein structure modelling identifies distinct Ca2+/Cation antiporters and conservation of gene family structure within Arabidopsis and rice species,01/02/2016,RCUK,,,BBSRC,,,BB/K000942/1,,,22/03/2015," £1,227.90 ",,,GBP,1227.9,,,,No,,1227.9,CC-BY,Yes,Yes,
5/11/2015,Paul Popelier,Faculty of Engineering and Physical Sciences,,,10.1080/00268976.2015.1116717,Paul Popelier,Taylor & Francis,Molecular Physics,0026-8976,Journal Article/Review (Hybrid journal),Transferable Atoms: An Intra-Atomic Perspective through the study of Homogeneous Oligopeptides,11/12/2015,RCUK,,,EPSRC,,,EP/K005472/1,,,1/12/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
17/08/2015,"Morris, Katherine",Engineering and Physical Sciences,,,10.1080/01490451.2015.1067656,"Morris, Katherine",Taylor & Francis,Geomicrobiology Journal,0149-0451,Journal Article/Review (Hybrid journal),Retention of 99mTc at ultra-trace levels in flowing column experiments - insights into bioreduction and biomineralisation for remediation at nuclear facilities,25/2/2015,RCUK,,,NERC,,,NE/H007768/1,,,16/9/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
10/08/2015,"Pattrick, Richard",Engineering and Physical Sciences,,,10.1080/01490451.2015.1076543,"Pattrick, Richard",Taylor & Francis,Geomicrobiology Journal,0149-0451,Journal Article/Review (Hybrid journal),Effects of microbial Fe(III) reduction on the sorption of Cs and Sr on biotite and chlorite,25/2/2016,RCUK,,,EPSRC,,,,,,27/10/2015, £545.40 ,,,GBP,447,,,,Yes,,447,CC BY,Yes,Yes,
18/09/2015,"Courtney, Steven",Humanities,,,10.1080/03054985.2015.1121141,"Courtney, Steven",Taylor & Francis,Oxford Review of Education,0305-4985,Journal Article/Review (Hybrid journal),Mapping school types in England,30/11/2015,RCUK,,,ESRC,,,ES/J500094/1,,,15/12/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
11/11/2015,Andrew Mcbain,Faculty of Medical and Human Sciences,,26727101,10.1080/08927014.2015.1117607,Andrew Mcbain,Taylor & Francis,Biofouling,0892-7014,Journal Article/Review (Hybrid journal),Growth of MRSA and Pseudomonas aeruginosa in a Fine-Celled Foam Model Containing Sessile Commensal Skin Bacteria,4/1/2016,RCUK,,,BBSRC,,,BB/D526588/1,,,8/12/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
02/09/2015,"Brockington, Daniel",Humanities,,,10.1080/19392397.2015.1087205,"Brockington, Daniel",Taylor & Francis,Celebrity Studies,1939-2397,Journal Article/Review (Hybrid journal),Celebrity Advocacy: International and Comparative Perspectives,8/10/2015,RCUK,,,ESRC,,,RES-070-27-0035,,,29/9/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
28/08/2015,"Brockington, Daniel",Humanities,,,10.1080/19392397.2015.1087214,"Brockington, Daniel",Taylor & Francis,Celebrity Studies,1939-2397,Journal Article/Review (Hybrid journal),Towards an international understanding of the power of celebrity persuasions: a review and research agenda,23/9/2015,RCUK,,,ESRC,,,RES-070-27-0035,,,29/9/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
04/09/2015,"Horner, Rory",Humanities,,,10.1080/21622671.2015.1073614,"Horner, Rory",Taylor & Francis,"Territory, Politics, Governance",2162-2671,Journal Article/Review (Hybrid journal),"A new economic geography of trade and development? Governing South-South trade, value chains and production networks",14/8/2015,RCUK,,,ESRC,,,ES/J013234/1,,,6/10/2015, £536.40 ,,,GBP,536.4,,,,Yes,,536.4,CC-BY,Yes,Yes,
14/08/2015,"Budd, Peter",Engineering and Physical Sciences,PMC4696075,,10.1098/rsta.2015.0031,"Budd, Peter",The Royal Society Publishing,"Royal Society of London. Philosophical Transactions A. Mathematical, Physical and Engineering Sciences",1364-503X,Journal Article/Review (Hybrid journal),The influence of few-layer graphene on the gas permeability of the high-free-volume polymer PIM-1,28/12/2015,RCUK,,,EPSRC,,,EP/K016946/1,,,24/11/2015," £1,530.00 ",,,GBP,1530,,,,No,,1530,CC-BY,Yes,Yes,
17/08/2015,"Brockington, Daniel",Humanities,,,10.1098/rstb.2014.0271,"Brockington, Daniel",The Royal Society Publishing,Royal Society of London. Philosophical Transactions B. Biological Sciences,0962-8436,Journal Article/Review (Hybrid journal),PROTECTED AREAS AND POVERTY,12/10/2015,RCUK,,,ESRC,,,RES-000-27-0174,,,22/9/2015," £1,440.00 ",,,GBP,1440,,,,No,,1440,CC-BY,Yes,Yes,
08/09/2015,"Shearer, Tom",Engineering and Physical Sciences,PMC4633886,,10.1098/rspa.2015.0450,"Shearer, Tom",The Royal Society Publishing,"Royal Society of London. Proceedings A. Mathematical, Physical and Engineering Sciences",1364-5021,Journal Article/Review (Hybrid journal),Antiplane wave scattering from a cylindrical cavity in pre-stressed non-linear elastic media,30/9/2015,RCUK,,,EPSRC,,,EP/L017997/1,,,6/10/2015," £1,530.00 ",,,GBP,1530,,,,No,,1530,CC-BY,Yes,Yes,
19/08/2015,"Codd, Jonathan",Life Sciences,PMC4610220,,10.1242/bio.013094.,"Codd, Jonathan",The Company of Biologists Ltd.,Biology Open,2046-6390,Journal Article/Review (Full OA journal),Sex differences in gait utilization and energy metabolism during terrestrial locomotion in two varieties of chicken (Gallus gallus domesticus) selected for different body size,Aug-15,RCUK,,,BBSRC,,,BB/I021116/1,,,2/10/2015," £1,044.00 ",,,GBP,1044,,,,No,,1044,CC-BY,Yes,Yes,
27/08/2015,"Ashe, Hilary",Life Sciences,PMC4631754,,10.1242/dev.123273,"Ashe, Hilary",The Company of Biologists Ltd.,Development (Cambridge),0950-1991,Journal Article/Review (Hybrid journal),Coordinate post-transcriptional repression of Dpp-dependent transcription factors attenuates signal range during development,Aug-15,RCUK,,,BBSRC,,,BB/J005746/1,,,2/11/2015," € 2,689.86 ",,,EUR,3000,,,,No,,3000,CC-BY,Yes,Yes,
29/09/2015,"Swanton, Lisa",Life Sciences,PMC4712780,,10.1242/jcs.171215,"Swanton, Lisa",The Company of Biologists Ltd.,Journal of Cell Science,0021-9533,Journal Article/Review (Hybrid journal),ERAD of proteins containing aberrant transmembrane domains requires ubiquitination of cytoplasmic lysine residues,15/11/2015,RCUK,,,BBSRC,,,BB/F017227/1,,,08/01/2016," £3,000.00 ",,,GBP,3000,,,,No,,3000,CC-BY,Yes,Yes,
8/12/2015,"Furber, Stephen",School of Computer Science,,,10.1049/iet-cdt.2015.0171,"Furber, Stephen",The Institution of Engineering and Technology,I E T Computers and Digital Techniques,1751-8601,Journal Article/Review (Hybrid journal),Brain-Inspired Computing,28/1/2016,RCUK,,,EPSRC,,,EP/D07908X/1,,,07/01/2016," $1,479.00 ",,,EUR,983.97,,,,No,,983.97,CC-BY,Yes,Yes,
16/11/2015,Roy Goodacre,Faculty of Engineering and Physical Sciences,,25855820,10.1002/jrs.4855,Roy Goodacre,Wiley,Journal of Raman Spectroscopy,0377-0486,Journal Article/Review (Hybrid journal),Achieving optimal SERS through enhanced experimental design,16/12/2015,RCUK,,,BBSRC,,,BB/K00199X/1,,,16/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
17/12/2015,"Buckley, Michael",School of Life Sciences,,,10.1002/rcm.7483,"Buckley, Michael",Wiley,Rapid Communications in Mass Spectrometry,0951-4198,Journal Article/Review (Hybrid journal),High-throughput collagen fingerprinting of intact microfaunal remains; a low cost method for distinguishing between murine rodent bones,7/3/2016,RCUK,,,NERC,,,NE/H015132/1,,,17/12/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
9/11/2015,Sven Schroeder,Faculty of Engineering and Physical Sciences,,25855820,10.1002/sia.5807,Sven Schroeder,Wiley,Surface and Interface Analysis,0142-2421,Journal Article/Review (Hybrid journal),Sustainable natural adsorbents for heavy metal removal from wastewater: lead sorption on pine bark (Pinus radiata D.Don),18/8/2015,RCUK,,,EPSRC,,,EP/D023807/1,,,9/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
12/11/2015,Christopher Roberts,Faculty of Medical and Human Sciences,,26670388,10.1002/sim.6828,Christopher Roberts,Wiley,Statistics in Medicine,0277-6715,Journal Article/Review (Hybrid journal),Design and Analysis of Trials with a Partially Nested Design and a Binary Outcome Measure,15/12/2015,RCUK,,,MRC,,,G0800606,,,12/11/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
24/11/2015,Rebecca Band,Faculty of Medical and Human Sciences,,26700742,10.1111/bjhp.12179,Rebecca Band,Wiley,British Journal of Health Psychology,1359-107X,Journal Article/Review (Hybrid journal),Significant other behavioural responses and patient chronic fatigue syndrome (CFS/ME) symptom fluctuations in the context of daily life: An experience sampling (ESM) study.,24/12/2015,RCUK,,,ESRC,,,ES/G030189/1,,,24/11/2015," £1,500.00 ",,,GBP,1500,,,,Yes,,1500,CC-BY,Yes,Yes,
9/12/2015,"Dixon, William",Institute of Inflammation and Repair,,26663814,10.1002/art.39537,"Dixon, William",Wiley,Arthritis & Rheumatism,0004-3591,Journal Article/Review (Hybrid journal),Risk of Incident Diabetes Associated with Dose and Duration of Oral Glucocorticoid Therapy in Patients with Rheumatoid Arthritis,27/4/2016,RCUK,,,MRC,,,G0902272,,,09/12/2015," £2,250.00 ",,,GBP,2250,,,,Yes,,2250,CC-BY,Yes,Yes,
13/10/2015,"Liddle, Stephen",Engineering and Physical Sciences,PMC4691330,,10.1002/anie.201508600.,"Liddle, Stephen",Wiley,Angewandte Chemie (International Edition),1433-7851,Journal Article/Review (Hybrid journal),Isolation of Elusive HAsAsH in a Crystalline Diuranium(IV) Complex,28/10/2015,RCUK,,,EPSRC,,,,,,13/10/2015," £2,250.00 ",,,GBP,2250,,,,No,,2250,CC-BY,Yes,Yes,
12/01/2016,"Hyrich, Kimme",Faculty of Medical and Human Sciences,,26749043,10.1002/art.39582.,"Hyrich, Kimme",Wiley,"Arthritis & rheumatology (Hoboken, N.J.)",2326-5205,Journal Article/Review (Hybrid journal),Association between ischaemic stroke and tumour necrosis factor inhibitor therapy in patients with rheumatoid arthritis.,26/05/2016,RCUK,,,MRC,,,G0902272,,,12/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
22/09/2015,"Pratt-Hartmann, Ian",Engineering and Physical Sciences,,,10.1002/malq.201400102,"Pratt-Hartmann, Ian",Wiley,Mathematical Logic Quarterly,0942-5616,Journal Article/Review (Hybrid journal),The Two-Variable Fragment with Counting and Equivalence,25/11/2015,RCUK,,,EPSRC,,,EP/K017438/1,,,22/9/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
16/01/2016,"Hardman, Matthew",Faculty of Life Sciences,,26756547,10.1002/stem.2289,"Hardman, Matthew",Wiley,Stem Cells,1066-5099,Journal Article/Review (Hybrid journal),Hair follicle bulge stem cells appear dispensable for the acute phase of wound re-epithelialisation.,02/02/2016,RCUK,,,MRC,,,MR/L010267/1,,,16/02/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
13/01/2015,"Sharrocks, Andrew",Faculty of Life Sciences,PMC4864893,,10.1002/stem.2294,"Sharrocks, Andrew",Wiley,Stem Cells,1066-5099,Journal Article/Review (Hybrid journal),Jun-mediated changes in cell adhesion contribute to mouse embryonic stem cell exit from ground state pluripotency,13/02/2015,RCUK,COAF,,BBSRC,,,,,,13/01/2016, £750.00 ,,,GBP,750,,,,Yes,750,750,CC-BY,Yes,Yes,
12/10/2015,"Millar, Tim",Medical and Human Sciences,,26452239,10.1111/add.13193,"Millar, Tim",Wiley,Addiction,0965-2140,Journal Article/Review (Hybrid journal),Impact of treatment for opioid dependence on fatal drug-related poisoning: a national cohort study in England,25/11/2015,RCUK,,,MRC,,,G1000021,,,13/10/2015, £-   ,,,GBP,0,,,,No,,0,CC-BY,Yes,Yes,
20/10/2015,"Gilman, Tucker",Life Sciences,,26459795,10.1111/evo.12797,"Gilman, Tucker",Wiley,Evolution Evolution,0014-3820,Journal Article/Review (Hybrid journal),Learning to speciate: the biased learning of mate preferences promotes adaptive radiation,26/10/2015,RCUK,,,NERC,,,NE/K500859/1,,,20/10/2015, £-   ,,,GBP,0,,,390.53,Yes,,390.53,CC-BY,Yes,Yes,
28/08/2015,"Hay, Sam",Life Sciences,,26307151,10.1111/febs.13501,"Hay, Sam",Wiley,The F E B S Journal,1742-464X,Journal Article/Review (Hybrid journal),Real time analysis of conformational control in electron transfer reactions of human cytochrome P450 reductase with cytochrome c,16/9/2015,RCUK,,,BBSRC,,,BB/H021523/1,,,1/9/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
01/10/2015,"Kapadia, Dharmi",Humanities,,26592487,10.1111/hsc.12305,"Kapadia, Dharmi",Wiley,Health and Social Care in the Community H S C C,0966-0410,Journal Article/Review (Hybrid journal),Pakistani women's use of mental health services & the role of social networks: a systematic review of quantitative and qualitative research,22/11/2015,RCUK,,,ESRC,,,ES/J500094/1,,,1/10/2015, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
19/09/2015,"Lambon Ralph, Matthew",Medical and Human Sciences,,26502375,10.1111/nyas.12951,"Lambon Ralph, Matthew",Wiley,New York Academy of Sciences. Annals,0077-8923,Journal Article/Review (Hybrid journal),Graded specialisation within and between the anterior temporal lobes.,26/10/2015,RCUK,,,MRC,EPSRC,,MR/J004146/1,,,21/9/2015," £1,500.00 ",,,GBP,1500,,,,Yes,,1500,CC-BY,Yes,Yes,
28/01/2016,"Micklefield, Jason",Faculty of Engineering and Physical Sciences,,,10.1002/cbic.201600051,"Micklefield, Jason",Wiley,ChemBioChem,1439-4227,Journal Article/Review (Hybrid journal),A Structure-Guided Switch in the R of a Tryptophan Halogenase Enzyme.,30/03/2016,RCUK,,,BBSRC,,,,,,28/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
27/01/2016,"Winpenny, Richard",Faculty of Engineering and Physical Sciences,,,10.1002/chem.201503431,"Winpenny, Richard",Wiley,Chemistry: A European Journal,0947-6539,Journal Article/Review (Hybrid journal),Studies of a Large Odd-Numbered Odd-Electron Metal Ring: Inelastic Neutron Scattering and Muon Spin Relaxation Spectroscopy of Cr8Mn,08/01/2016,RCUK,,,EPSRC,,,,,,27/01/2016," £1,875.00 ",,,GBP,1875,,,,Yes,,1875,CC-BY,Yes,Yes,
02/02/2016,"Robinson, Clare",Faculty of Engineering and Physical Sciences,,,10.1111/ele.12587,"Robinson, Clare",Wiley,Ecology Letters,1461-023X,Journal Article/Review (Hybrid journal),Not poles apart: Antarctic soil fungal communities show similarities to those of the distant Arctic,02/03/2016,RCUK,,,NERC,,,,,,02/02/2016," £1,500.00 ",,,GBP,1500,,,,Yes,,1500,CC-BY,Yes,Yes,
25/01/2016,"Pinteaux, Emmanuel",Faculty of Life Sciences,,,10.1002/eji.201546075,"Pinteaux, Emmanuel",Wiley,European Journal of Immunology,0014-2980,Journal Article/Review (Hybrid journal),Characterization of a conditional interleukin-1 receptor 1 mouse mutant using the Cre/LoxP system,08/01/2016,RCUK,,,MRC,,,,,,25/01/2016," £1,875.00 ",,,GBP,1875,,,,Yes,,1875,CC-BY,Yes,Yes,
22/01/2016,"Dunn, Aniela",Faculty of Engineering and Physical Sciences,,,10.1002/pssc.201510193,"Dunn, Aniela",Wiley,Physica Status Solidi. C: Current Topics in Solid State Physics,1862-6351,Journal Article/Review (Hybrid journal),Investigating efficiency droop in InGaN/GaN quantum well structures using ultrafast time-resolved terahertz and photoluminescence spectroscopy,03/02/2016,RCUK,,,STFC,,,,,,22/01/2016, £-   ,,,GBP,0,,,,Yes,,0,CC-BY,Yes,Yes,
25/01/2016,"Christian, George",Faculty of Engineering and Physical Sciences,,,10.1002/pssc.201510180,"Christian, George",Wiley,Physica Status Solidi. C: Current Topics in Solid State Physics,1862-6351,Journal Article/Review (Hybrid journal),Room temperature PL efficiency of InGaN/GaN quantum well structures with prelayers as a function of number of quantum wells,27/01/2016,RCUK,,,EPSRC,,,,,,25/01/2016," £1,500.00 ",,,GBP,1500,,,,Yes,,1500,CC-BY,Yes,Yes,
10/12/2015,"Micklefield, Jason",School of Chemistry,PMC4770447,,10.1002/anie.201508287,"Micklefield, Jason",Wiley,Angewandte Chemie,0044-8249,Journal Article/Review (Hybrid journal),Effects of Active Site Modification and Quaternary Structure on the Regioselectivity of Catechol-O-Methyltransferase,21/1/2016,RCUK,,,BBSRC,,,BB/I008055/1,,,08/12/2015," £2,250.00 ",,,GBP,2250,,,,Yes,,2250,CC-BY,Yes,Yes,
10/11/2015,Gareth Morris,Faculty of Engineering and Physical Sciences,,26636773,10.1002/anie.201508691,Gareth Morris,Wiley,Angewandte Chemie (International Edition),1433-7851,Journal Article/Review (Hybrid journal),How to find a needle in a haystack: a general method for extracting individual coupling constants from crowded 1H NMR spectra,4/12/2015,RCUK,,,EPSRC,EPSRC,,EP/L018500/1,EP/M013820/1,,10/11/2015," £2,250.00 ",,,GBP,2250,,,,Yes,,2250,CC-BY,Yes,Yes,
17/11/2015,David Procter,Faculty of Engineering and Physical Sciences,,26632675,10.1002/anie.201508959,David Procter,Wiley,Angewandte Chemie (International Edition),1433-7851,Journal Article/Review (Hybrid journal),Copper-catalyzed borylative cross-coupling of allenes and imines: Selective three-component assembly of branched homoallyl amines,3/12/2015,RCUK,,,EPSRC,,,EP/M005062/1,,,17/11/2015," £2,250.00 ",,,GBP,2250,,,,Yes,,2250,CC-BY,Yes,Yes,
19/01/2016,"Waltho, Jonathan",Faculty of Life Sciences,PMC4770445,,10.1002/anie.201509477,"Waltho, Jonathan",Wiley,Angewandte Chemie (International Edition),1433-7851,Journal Article/Review (Hybrid journal),19F NMR and DFT Analysis Reveal Structural and Electronic Transition State Features for RhoA-Catalyzed GTP Hydrolysis,28/01/2016,RCUK,,,BBSRC,,,BB/K016245/1,,,19/01/2016," £2,250.00 ",,,GBP,2250,,,,Yes,,2250,CC-BY,Yes,Yes,
17/11/2015,David Procter,Faculty of Engineering and Physical Sciences,,26527052,10.1002/chem.201504343,David Procter,Wiley,Chemistry: A European Journal Chemistry,0947-6539,Journal Article/Review (Hybrid journal),Copper-catalyzed double additions and radical cyclization cascades in the re-engineering of the antibacterial pleuromutilin,26/11/2015,RCUK,,,EPSRC,,,EP/M005062/1,,,17/11/2015," £1,875.00 ",,,GBP,1875,,,,Yes,,1875,CC-BY,Yes,Yes,
17/11/2015,Perdita Barran,Faculty of Engineering and Physical Sciences,,25920945,10.1002/pmic.201400605,Perdita Barran,Wiley,Proteomics,1615-9853,Journal Article/Review (Hybrid journal),Relating Gas Phase to Solution Conformations: Lessons from Disordered Proteins,5/6/2015,RCUK,,,BBSRC,BBSRC,,BB/L002655/1,BB/L015048/1,,7/12/2015, € 980.00 ,,,EUR,869.58,,,,No,,869.58,CC-BY,Yes,Yes,
